epiweek,location_name,location,state,hosp-value,hosp-weekly_rate,body_temperature,braun_thermoscan,break_a_fever,bronchitis,cold_and_flu,cold_or_flu,cold_versus_flu,do_i_have_the_flu,duration_of_flu,ear_thermometer,early_flu_symptoms,fever_cough,fever_reducer,fevers,flu,flu_and_pregnancy,flu_complications,flu_contagious,flu_contagious_period,flu_cough,flu_duration,flu_fever,flu_headache,flu_in_children,flu_incubation,flu_medicine,flu_or_cold,flu_remedies,flu_report,flu_test,flu_treatment,flu_treatments,flu_versus_cold,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_does_the_flu_last_,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_to_get_rid_of_the_flu,how_to_reduce_a_fever,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza,influenza_a,influenza_a_and_b,influenza_incubation_period,influenza_symptoms,influenza_type_a,is_flu_contagious,is_the_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body,normal_body_temperature,oscillococcinum,over_the_counter_flu_medicine,pneumonia,reduce_fever,signs_of_flu,signs_of_the_flu,sinus,sinus_infections,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,the_flu,the_flu_virus,thermoscan,treating_the_flu,treatment_for_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,weather_march,what_to_do_if_you_have_the_flu,issue,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,season
202206,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,85,61,3055,1,,,,,,,1.99673,1.99673,2021/2022
202207,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,84,75,2782,1,,,,,,,2.6959,2.6959,2021/2022
202208,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202209,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,82,86,2693,1,,,,,,,3.19346,3.19346,2021/2022
202210,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,81,184,5854,4,,,,,,,3.14315,3.14315,2021/2022
202211,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,80,82,2723,1,,,,,,,3.01138,3.01138,2021/2022
202212,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,79,75,2263,1,,,,,,,3.31418,3.31418,2021/2022
202213,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,78,208,5779,4,,,,,,,3.59924,3.59924,2021/2022
202214,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,77,232,6027,4,,,,,,,3.84934,3.84934,2021/2022
202215,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,76,220,5241,4,,,,,,,4.19767,4.19767,2021/2022
202216,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,75,183,5426,4,,,,,,,3.37265,3.37265,2021/2022
202217,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,74,225,6073,4,,,,,,,3.70492,3.70492,2021/2022
202218,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,73,299,5569,4,,,,,,,5.36901,5.36901,2021/2022
202219,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,72,266,5715,4,,,,,,,4.65442,4.65442,2021/2022
202220,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,71,283,6273,4,,,,,,,4.5114,4.5114,2021/2022
202221,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,70,241,5836,4,,,,,,,4.12954,4.12954,offseason
202222,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,69,248,5277,4,,,,,,,4.69964,4.69964,offseason
202223,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,68,307,6337,4,,,,,,,4.84456,4.84456,offseason
202224,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,67,290,6074,4,,,,,,,4.77445,4.77445,offseason
202225,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,66,255,5330,4,,,,,,,4.78424,4.78424,offseason
202226,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,65,250,5447,4,,,,,,,4.58968,4.58968,offseason
202227,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,64,203,5009,4,,,,,,,4.05271,4.05271,offseason
202228,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,63,233,5632,4,,,,,,,4.13707,4.13707,offseason
202229,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,62,221,5830,4,,,,,,,3.79074,3.79074,offseason
202230,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,61,167,5007,4,,,,,,,3.33533,3.33533,offseason
202231,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,60,246,5851,4,,,,,,,4.20441,4.20441,offseason
202232,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,59,221,5743,4,,,,,,,3.84816,3.84816,offseason
202233,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,58,212,5749,4,,,,,,,3.6876,3.6876,offseason
202234,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,57,166,4852,4,,,,,,,3.42127,3.42127,offseason
202235,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,56,201,6229,4,,,,,,,3.22684,3.22684,offseason
202236,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,55,255,5712,4,,,,,,,4.46429,4.46429,offseason
202237,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,54,429,7013,4,,,,,,,6.11721,6.11721,offseason
202238,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,53,409,6509,4,,,,,,,6.28361,6.28361,offseason
202239,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202339,52,364,6355,4,,,,,,,5.72777,5.72777,offseason
202240,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,103,430,6422,4,,,,,,,6.69573,6.69573,2022/2023
202241,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,102,434,6683,4,,,,,,,6.49409,6.49409,2022/2023
202242,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,101,516,6789,4,,,,,,,7.60053,7.60053,2022/2023
202243,District of Columbia,11,DC,12,1.794859522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,100,659,6079,4,,,,,,,10.8406,10.8406,2022/2023
202244,District of Columbia,11,DC,33,4.935863686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,99,825,6479,4,,,,,,,12.7334,12.7334,2022/2023
202245,District of Columbia,11,DC,44,6.581151582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,98,901,7097,4,,,,,,,12.6955,12.6955,2022/2023
202246,District of Columbia,11,DC,37,5.534150194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,97,812,6630,4,,,,,,,12.2474,12.2474,2022/2023
202247,District of Columbia,11,DC,58,8.675154358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,96,571,5186,4,,,,,,,11.0104,11.0104,2022/2023
202248,District of Columbia,11,DC,66,9.871727373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,95,736,6427,4,,,,,,,11.4517,11.4517,2022/2023
202249,District of Columbia,11,DC,41,6.132436701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,94,581,6567,4,,,,,,,8.84727,8.84727,2022/2023
202250,District of Columbia,11,DC,23,3.440147418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,93,468,5697,4,,,,,,,8.21485,8.21485,2022/2023
202251,District of Columbia,11,DC,21,3.141004164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,92,376,5228,4,,,,,,,7.19204,7.19204,2022/2023
202252,District of Columbia,11,DC,32,4.78629206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,91,212,3955,4,,,,,,,5.3603,5.3603,2022/2023
202301,District of Columbia,11,DC,17,2.542717657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,90,212,4903,4,,,,,,,4.32388,4.32388,2022/2023
202302,District of Columbia,11,DC,6,0.897429761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,89,281,4983,4,,,,,,,5.63917,5.63917,2022/2023
202303,District of Columbia,11,DC,8,1.196573015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,88,223,5285,4,,,,,,,4.21949,4.21949,2022/2023
202304,District of Columbia,11,DC,7,1.047001388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,87,246,5883,4,,,,,,,4.18154,4.18154,2022/2023
202305,District of Columbia,11,DC,9,1.346144642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,86,279,5646,4,,,,,,,4.94155,4.94155,2022/2023
202306,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,85,289,6074,4,,,,,,,4.75798,4.75798,2022/2023
202307,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,84,267,6043,4,,,,,,,4.41834,4.41834,2022/2023
202308,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,83,224,5271,4,,,,,,,4.24967,4.24967,2022/2023
202309,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,82,215,6054,4,,,,,,,3.55137,3.55137,2022/2023
202310,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,81,251,6387,4,,,,,,,3.92986,3.92986,2022/2023
202311,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,80,332,6320,4,,,,,,,5.25316,5.25316,2022/2023
202312,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,79,328,6445,4,,,,,,,5.08922,5.08922,2022/2023
202313,District of Columbia,11,DC,10,1.495716269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,78,341,6580,4,,,,,,,5.18237,5.18237,2022/2023
202314,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,77,273,5884,4,,,,,,,4.6397,4.6397,2022/2023
202315,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,76,256,6413,4,,,,,,,3.99189,3.99189,2022/2023
202316,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,75,182,6148,4,,,,,,,2.96031,2.96031,2022/2023
202317,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,74,235,6424,4,,,,,,,3.65816,3.65816,2022/2023
202318,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,73,225,5883,4,,,,,,,3.82458,3.82458,2022/2023
202319,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,72,268,6410,4,,,,,,,4.18097,4.18097,2022/2023
202320,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,71,271,6316,4,,,,,,,4.29069,4.29069,2022/2023
202321,District of Columbia,11,DC,6,0.897429761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,70,245,5239,4,,,,,,,4.67646,4.67646,offseason
202322,District of Columbia,11,DC,3,0.448714881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,69,210,5938,4,,,,,,,3.53654,3.53654,offseason
202323,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,68,304,5858,4,,,,,,,5.18948,5.18948,offseason
202324,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,67,211,5605,4,,,,,,,3.7645,3.7645,offseason
202325,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,66,187,5208,4,,,,,,,3.59063,3.59063,offseason
202326,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,65,182,5525,4,,,,,,,3.29412,3.29412,offseason
202327,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,64,104,4409,4,,,,,,,2.35881,2.35881,offseason
202328,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,63,116,5142,4,,,,,,,2.25593,2.25593,offseason
202329,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,62,134,5774,4,,,,,,,2.32075,2.32075,offseason
202330,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,61,118,5502,4,,,,,,,2.14467,2.14467,offseason
202331,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,60,88,3839,4,,,,,,,2.29226,2.29226,offseason
202332,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,59,123,5302,4,,,,,,,2.31988,2.31988,offseason
202333,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,58,125,5245,4,,,,,,,2.38322,2.38322,offseason
202334,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,57,146,5359,4,,,,,,,2.72439,2.72439,offseason
202335,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,56,176,5521,4,,,,,,,3.18783,3.18783,offseason
202336,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,55,245,5552,4,,,,,,,4.41282,4.41282,offseason
202337,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,54,279,6056,4,,,,,,,4.607,4.607,offseason
202338,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,53,311,5996,4,,,,,,,5.18679,5.18679,offseason
202339,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202439,52,278,6013,4,,,,,,,4.62332,4.62332,offseason
202340,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,58,303,7520,7,,,,,,,4.02926,4.02926,2023/2024
202341,District of Columbia,11,DC,2,0.299143254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,57,328,7843,7,,,,,,,4.18207,4.18207,2023/2024
202342,District of Columbia,11,DC,4,0.598286507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,56,399,8013,7,,,,,,,4.97941,4.97941,2023/2024
202343,District of Columbia,11,DC,1,0.149571627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,55,400,7895,6,,,,,,,5.0665,5.0665,2023/2024
202344,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,54,395,7587,7,,,,,,,5.20627,5.20627,2023/2024
202345,District of Columbia,11,DC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,53,451,7614,7,,,,,,,5.9233,5.9233,2023/2024
202346,District of Columbia,11,DC,5,0.747858134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202446,52,432,8557,7,,,,,,,5.0485,5.0485,2023/2024
